text,label
Reklamla,reklamla
signalinda,siqnalında
adətlərin,adətlərin
illere,illərə
coxda,çox da
vermisem,vermişəm
minmədən,minmədən
düşmək,düşmək
xeyirsiz,xeyirsiz
Masinla,maşınla
Gəldi,gəldi
2015lər,2015-lər
tutulmur,tutulmur
deyrdiki,deyirdi ki
Torpaqdisa,torpaqdırsa
böyüdüb,böyüdüb
lağa,lağa
tarixdən,tarixdən
bölümünə,bölümünə
aparmir,aparmır
versinler,versinlər
deyər,deyər
səhərdəndi,səhərdəndir
deyibki,deyib ki
müəssisəsi,müəssisəsi
Deyəkki,deyək ki
uzanıbsa,uzanıbsa
baxmış,baxmış
Belələrinə,belələrinə
Mustafa,Mustafa
mentiqle,məntiqlə
6manata,manata
yazirsiz,yazırsınız
Tehlukesizliyi,təhlükəsizliyi
1992-2012,1992-2012
güvənə,güvənə
yanaşır,yanaşır
passive,passivə
niyyetlee,niyyətlə
Sultanov,Sultanov
Yükləmə,yükləmə
tələbələrdən,tələbələrdən
lüğeti,lüğəti
cavablariyla,cavablarıyla
NERGİZ,Nərgiz
kəsişmədən,kəsişmədən
oımalıdır,olmalıdır
demiremse,demirəmsə
Satılir,satılır
çatdırılmasını,çatdırılmasını
millət,millət
çəkməsin,çəkməsin
axtarır,axtarır
Olari,onları
yondurdular,yondurdular
Palciqdan,palçıqdan
nəzarətçi,nəzarətçi
elanlarına,elanlarına
Her,hər
gəldilər,gəldilər
davransınki,davransın ki
illikden,illikdən
əvəzləşdirilirmi,əvəzləşdirilirmi
azəri,azəri
atmayacaqsınızsa,atmayacaqsınızsa
danışmağı,danışmağı
düşmüş,düşmüş
imtahanımdır,imtahanımdır
1L,1l
zehlem,zəhləm
siniflerle,siniflərlə
kiçik,kiçik
yanıldığımı,yanıldığımı
gedr,gedir
CAVABI,cavabı
işleyim,işləyim
övladlarım,övladlarım
düşürmək,düşürtmək
uzsuzluk,üzsüzlük
Bilavasitə,bilavasitə
çəkəcəklərini,çəkəcəklərini
MİQ'ə,MİQ-ə
superdir,superdir
guzguleri,güzgüləri
evlanmak,evlənmək
yanacağından,yanacağından
3ci,3 cü
isiqlarina,işıqlarına
aldigimdi,aldığımdır
şəxsimə,şəxsimə
teşekkürümü,təşəkkürümü
Serhed,sərhəd
Universitetlerin,universitetlərin
kabinadan,kabinadan
11cinif,11-ci sinif
istəsəm,istəsəm
biliriem,bilirəm
girdisə,girdisə
Dişi,dişi
edəcəyi,edəcəyi
əmisi,əmisi
universitetinə,universitetinə
atardinizde,atardınız
Polislere,polislərə
haminiza,hamınıza
vurmalıdır,vurmalıdır
yaradılmış,yaradılmış
yalanını,yalanını
inamıram,inanıram
Olur,olur
Defelerle,dəfələrlə
işimiz,işimiz
kamazın,kamazın
dene,dənə
hecvaxt,heç vaxt
qazandırırlar,qazandırırlar
baladan,baladan
Cavabını,cavabını
çarəm,çarəm
Cixmasan,çıxmasan
Cabab,cavab
dayaq,dayaq
əşyaları,əşyaları
Kecmek,keçmək
pozdun,pozdun
tikən,tikən
Gunahimi,günahımı
dostlari,dostları
onunla,onunla
olimpiyadalarının,olimpiyadalarının
fakultədə,fakültədə
azaldaraq,azaldaraq
omu,onu
rejimli,rejimli
rossiyadaki,Rusiyadakı
yığmalısan,yığmalısan
məqalə,məqalə
qazanacam,qazanacam
donmeyenleride,dönməyənləri də
grtirmiwdiler,gətirmişdilər
Asagidan,aşağıdan
istigametlere,istiqamətlərə
pdflərini,pdf-lərini
toyum,toyum
aiıə,ailə
görüşə,görüşə
nevahtdi,nevaxtdi
testədir,testədir
deyerdinizda,deyərdiniz da
teqvim,təqvim
Gönderdim,göndərdim
Mebleg,məbləğ
bassın,bassın
ailəsindən,ailəsindən
giyinse,geyinsə
Piyadalarin,piyadaların
xaski,xaski
bilersi,bilərsiniz
bağlamalara,bağlamalara
yükləmişdim,yükləmişdim
kategoriya,kateqoriya
isdirki,istəyir ki
panikaya,panikaya
keçer,keçər
sildin,sildin
sechir,seçir
gonderərdiz,göndərərdiniz
xəyal,xəyal
balınıza,balınıza
verilecek,veriləcək
boyug,böyük
ehtiyatı,ehtiyatı
Kəkilidi,kəkilidir
sevirəm,sevirəm
senedlerde,sənədlərdə
qardaşdan,qardaşdan
möhkəm,möhkəm
tesadufi,təsadüfi
gedibse,gedibsə
hava,hava
bunlarla,bunlarla
izace,icazə
kolkece,kollecə
qəbrinə,qəbrinə
minməludir,minməlidir
10'cular,10-cular
paylasmisiniz,paylaşmısınız
Qorxudan,qorxudan
Nəşri,nəşri
Bağırova,Bağırova
Səmayə,Səmayə
birisiyəm,birisiyəm
yazdıgım,yazdığım
Elimizden,əlimizdən
köçdük,köçdük
Neye,nəyə
etmekde,etməkdə
qarışıb,qarışıb
siqareti,siqareti
bilərsuz,bilərsiz
kirseye,kilsəyə
sizlik,sizlik
hədiyyələri,hədiyyələri
sayılıram,sayılıram
yalvarirdiki,yalvarırdı ki
Qız,qız
dost,dost
dünyadan,dünyadan
uz,üz
işləsək,işləsək
Abituriyentləri,abituriyentləri
getmiwem,getmişəm
batmış,batmış
yıxılıb,yıxılıb
evezlesdirme,əvəzləşdirmə
Bidene,birdənə
gundu,gündür
korlanib,korlanıb
iateyiremki,istəyirəm ki
düzünü,düzünü
döndürür,döndürür
qarşnıza,qarşınıza
tutursuzsa,tutursunuzsa
məhsuldarlığın,məhsuldarlığın
buraxilus,buraxılış
Yolunun,yolunun
girirdik,girirdik
Dəyişib,dəyişib
nisanlandim,nişanlandım
etmeyende,etməyəndə
istiyiblər,istəyiblər
hazırdı,hazırdır
vergisinə,vergisinə
Suallara,suallara
varmış,varmış
əzbər,əzbər
baxam,baxam
belkehshshshs,bəlkə
acıq,acıq
yazdiqdan,yazdıqdan
Aparilma,aparılma
gebul,qəbul
Biznes,biznes
isdəyirsizsə,isdəyirsizsə
qiriqligina,qırıqlığına
sevilmirsən,sevilmirsən
taxmalıdır,taxmalıdır
nezeriyyeni,nəzəriyyəni
qrupsan,qrupsan
biologiyası,biologiyası
isletdiler,işlətdilər
maklerlik,maklerlik
ilkindi,ilkindir
layihəsi,lahiyəsi
hansina,hansına
olunki,olun ki
isdəyirəm,istəyirəm
Qalanları,qalanları
deyanib,dayanıb
kesibsen,kəsibsən
Belə-belə,belə-belə
böhtan,böhtan
paylasilacaq,paylaşılacaq
ağlamağa,ağlamağa
təhqirə,təhqirə
girdm,girdim
olasıdıki,olasıdır ki
təhsilsiz,təhsilsiz
baş-başa,baş-başa
jurnallar,jurnallar
istəyir,istəyir
düşməmisiniz,düşməmisiniz
qosub,qoşub
terefi,tərəfi
mentiqe,məntiqə
məbləğlərdə,məbləğlərdə
çıxmısan,çıxmısan
twkler,təşəkkürlər
düşünürdük,düşünürdük
Boltda,boltda
Cavid,Cavid
İmanovun,İmanovun
təsisçisi,təsisçisi
Oldurerem,öldürərəm
şərti,şərti
verməyib,verməyib
müxabirləşməni,müxabirləşməni
amamnan,anamla
daşiyan,daşıyan
Kolleclərdə,kolleclər də
Yəhudi,yəhudi
hamıdan,hamıdan
üzləşib,üzləşib
pulgirsən,pulgirsən
araya,araya
olandami,olandamı
Yanina,yanına
hissəyə,hissəyə
Sertifkasiyaya,sertifkasiyaya
Komplekslərinizi,komplekslərinizi
ozunu,özünü
yiyəsinin,yiyəsinin
alndığ,alındıq
bücür,bucür
Çıxacaq,çıxacaq
milyondur,milyondur
kisiden,kişidən
ishini,işini
üstünlüyünü,üstünlüyünü
hediyye,hədiyyə
beylerine,bəylərinə
gözdüyürük,gözləyirik
elaqemiz,əlaqəmiz
işleyirdim,işləyirdim
icraatla,icraatla
ödəmir,ödəmir
vardir,vardır
adambanda,adam banda
alnır,alınır
Aramizda,aramızda
danişdiq,danışdıq
yanındakini,yanındakını
Kurs,kurs
Yaxşiki,yaxşı ki
Aid,aid
eliyrem,eliyirəm
çıxardıram,çıxardıram
cehd,cəhd
BİRİNİZƏ,birinizə
isteye,istəyə
wlillere,əlillərə
Hansl,hansı
kelimenin,kəlimənin
cəsarətli,cəsarətli
uyğunlaşdırma,uyğunlaşdırma
proqlamlaşdırma,proqlamlaşdırma
isimlə,isimlə
prosesinde,prosesində
əziyyətiniz,əziyyətiniz
təhsıl,təhsil
cənablar,cənablar
nesrin,nəşrin
tay,tay
vermirik,vermirik
hərikisindədə,hər ikisində də
Xarakterimdən,xarakterimdən
təəssürat,təəssürat
Kağız,kağız
ferdi,fərdi
bide,bir də
olarag,olaraq
oynayr,oynayır
edecekler,edəcəklər
2günə,2 günə
Nəzəriyyələr,nəzəriyyələr
sevindirsin,sevindirsin
atacıq,atacağıq
açdınız,açdınız
Qarisdi,qarışdı
Yuklenmedi,yüklənmədi
EDİN,edin
Olmalidir,olmalıdır
sevsəydi,sevsəydi
parti,parti
hagginda,haqqında
alsan,alsan
türkcə,türkcə
yuxudan,yuxudan
Atan,atan
dostlarının,dostlarının
sərnişinlərde,sərnişinlər də
Tesekkurlerr,təşəkkürlər
döyüşlər,döyüşlər
küçük,küçük
sevişirsiz,sevişirsiniz
marqat,marqat
sualda,sualda
gorushmek,görüşmək
qatırdım,qatırdım
arani,aranı
ADBTİA,ADBTİA
Vaqifzadə,Vaqifzadə
Bogazimda,boğazımda
pedaqoji,pedaqoji
muharibə,müharibə
saxlaki,saxla ki
rayona,rayona
yönetici,yönetici
məktəbləri,məktəbləri
gözə,gözə
Hərləndi,hərləndi
korona,korona
Indiki,indiki
gulmeli,gülməli
pulludu,pulludur
xowum,xoşum
oğurlayib,oğurlayıb
keçilib,keçilib
müddəalarına,müddəalarına
qoşula,qoşula
Anladııım,anladım
eletdire,elətdirə
lazımsızdı,lazımsızdır
iteliye,itələyə
qrupuna,qrupuna
sorusa,soruşsa
Muellimem,müəlliməm
yazmishdiz,yazmışdınız
gunduzlu,gündüzlü
hesabladim,hesabladım
Weki,Şəki
isiqlı,işıqlı
hardandilar,hardandırlar
Bunları,bunları
Mektebden,məktəbdən
başla,başla
gozlemelidirler,gözləməlidirlər
halınız,halınız
yawayiram,yaşayıram
istiqanətli,istiqamətli
gonderinde,göndərin də
çalışmıram,çalışmıram
ailəsini,ailəsini
Məntəqəsi,məntəqəsi
qrupunun,qrupunun
metodikası,metodikası
baxırdı,baxırdı
dusundum,düşündüm
Mənde,mən də
Qarisdi,qarışıqdır
sekildedir,şəkildədir
beşinci,beşinci
deyildiki,deyildi ki
Artq,artıq
oyuncaq,oyuncaq
asagi,aşağı
azala,azala
Qasımov,Qasımov
nəzəriyyədir,nəzəriyyədir
GÜN,gün
gönderinde,göndərin
vurushub,vuruşub
testide,testi də
oxuyunda,oxuyun da
atmişam,atmışam
fənlər,fənlər
verikir,verilir
sehmdari,səhmdarı
Vesile,vəsilə
bineqedi,Binəqədi
kecirecekdi,keçirəcəkdir
bədən,bədən
etmiwem,etmişəm
yazılmıyıbsa,yazılmayıbsa
Satışı,satışı
görməməzlikdən,görməməzlikdən
telefona,telefona
boşalacag,boşalacağ
xasiyyətcə,xasiyyətcə
diplomum,diplomum
uazdim,yazdım
sırasında,sırasında
dayanacaqsa,dayanacaqsa
DİM’in,DİM-in
sevirsen,sevirsən
bilsen,bilsən
Ingilisde,ingilisdə
bakudur,Bakıdır
eziiyyet,əziyyət
shertlere,şərtlərə
hiddətlə,hiddətlə
itirəm,itirəm
şeması,səması
nəqliyyatın,nəqliyyatın
kollektivi,kollektivi
bashladi,başladı
sərbəstdi,sərbəstdir
ayagimda,ayağımda
məlim,müəlim
üçündür,üçündür
yollarda,yollarda
ıqtısadıyyat,iqtisadiyyat
desinde,desin də
gəlişindən,gəlişindən
Şərtlərinizi,Şərtlərinizi
abuturiyentlər,abituriyentlər
leksik,leksik
ürəyimə,ürəyimə
olmamış,olmamış
insanlah,insanla
Oxuyuruq,oxuyuruq
elbetde,əlbəttə
bayramnan,bayramnan
toplamsız,toplamsız
etsəz,etsəniz
gelmeyecek,gəlməyəcək
arabasina,arabasına
Belədə,belə də
bitir,bitir
olunmasin,olunmasın
xirdaliqlar,xırdalıqlar
Soyadız,soyadınız
paylassaydınız,paylaşsaydınız
aləmi,aləmi
sürdükce,sürdükcə
Teleqram,telegram
Şəkilini,şəkilini
Weki,Şəki
görüşərik,görüşərik
ureyinu,ürəyini
təqribi,təqribi
uşaqıar,uşaqlar
Elektron,elektron
muellimnen,müəllimdən
soruşmuram,soruşmuram
qiymetlendirmenin,qiymətləndirmənin
Abituriyenti,abituriyenti
istemiremki,istəmirəm ki
yazilarida,yazıları da
dəstə,dəstə
sonundaki,sonundakı
dərəcələri,dərəcələri
dairəsində,dairəsində
sekillere,şəkillərə
banladım,banladım
yadimdan,yadımdan
getirdi,gətirdi
qrupa,qrupa
axtarmayın,axtarmayın
kodu,kodu
rəhbərliyə,rəhbərliyə
aitdir,aitdir
Tapsam,tapsam
vaxtlari,vaxtları
etmisiszə,etmisinizsə
deyirsinizse,deyirsinizsə
qaytarmazlar,qaytarmazlar
Çıxmır,çıxmır
somrada,sonra da
Oldu,oldu
3-4sehife,3-4 səhifə
uwag,uşaq
medya,media
Deyiwdir,dəyişdir
birincisi,birincisi
muzakireli,müzakirəli
teki,təki
yandirmamalidi,yandırmamalıdır
deyirlərki,deyirlər ki
mesafesidi,məsafəsidir
qıraqdan,qıraqdan
Geldim,gəldim
biwir,bişir
mutlu,mutlu
təkrarlamalıdır,təkrarlamalıdır
burde,birdə
Danismiram,danışmıram
məsuliyyətinin,məsuliyyətinin
Hecde,heç də
ağzına,ağzına
atacaqsiz,atacaqsınız
Deidm,dedim
ayriclarinda,ayrıcılarında
Bagisdiyin,Bağışlayın
ishiqlarin,işıqların
Bağımlısı,bağımlısı
avtomobildi,avtomobildir
işledirem,işlədirəm
Təbrikss,təbrik
gorulmesi,görülməsi
ehtiyyaci,ehtiyyacı
surucuden,sürücüdən
başlarda,başlarda
tükənirsən,tükənirsən
menasız,mənasız
qalırsınız,qalırsınız
senen,sənnən
öL,öl
Resmi,rəsmi
vermediler,vermədilər
sınağların,sınaqların
insanlarda,insanlarda
araşdırım,araşdırım
tədrisə,tədrisə
beline,belinə
azalmasi,azalması
olunsa,olunsa
aşağıdakı,aşağıdakı
məsləhətləri,məsləhətləri
1bal,bal
qum,qum
yasamal,Yasamal
Yaşayiş,yaşayış
jurnal9az,jurnal
Üz,üz
Çıxmayib,çıxmayıb
Sirketin,şirkətin
ballaridi,ballarıdır
etməməsidi,etməməsidir
Ferecov,fərəcəov
qiymetlendirme,qiymətləndirmə
bawiva,başına
500yezdaya,500 yezdaya
əliboş,əliboş
Yeniyetmə,yeniyetmə
yazınki,yazın ki
səhvdirsə,səhvdirsə
Elektronika,elektronika
yoruruq,yoruruq
uazmışam,yazmışam
gücün,gücün
məntiqıidir,məntiqlidir
Uşaqlara,uşaqlara
Cixmayib,çıxmayıb
unisi,unisi
incinirəm,incinirəm
kağızınızı,kağızınızı
Yari,yarı
mənimdi,mənimdir
alınki,alın ki
tekce,təkçə
Əks,əks
seçmek,seçmək
qabagdakı,qabaqdakı
yazilanlarda,yazılanlar da
Restaran,restoran
gözlədiyim,gözlədiyim
nəşrin,nəşrin
rəhbərini,rəhbərini
vəzifə,vəzifə
özlərinə,özlərinə
alcatmaği,alçaltmağı
analız,analiz
Bəxti,bəxti
onların,onların
itirmiyim,itirməyim
qowanda,qoşanda
unvana,ünvana
nəbilim,nəbilim
Adminnn,admin
olunmamishdi,olunmamışdı
taleyin,taleyin
döngedir,döngədir
sevinirem,sevinirəm
Şərtdəki,şərtdəki
Nəcəfovun,Nəcəfovun
bayrama,bayrama
liseylere,liseylərə
dediyim,dediyim
4-də,4-də
vasitələrinə,vasitələrinə
Texniki-Təminat,texniki-təminat
istiyirsiniz,istəyirsiniz
şeylərdən,şeylərdən
Girə,girə
hərkəs,hərkəs
qaygıkeş,qayğıkeş
alınmayasız,alınmayasınız
yaşayram,yaşayıram
zona,zona
Zəhmet,zəhmət
xəbərdir,xəbərdir
gec,gec
verərsən,verərsən
qəbiləsindən,qəbiləsindən
bitismesi,bitişməsi
işdir,işdir
məsələyə,məsələyə
Denən,denən
dilidir,dilidir
tanrıverdiyevin,Tanrıverdiyevin
subbakalavrlarda,subbakalavrlarda
keçirdirəm,keçirdirəm
merkezinin,mərkəzinin
vasitəsilə,vasitəsilə
Bununla,bununla
Qalxa,qalxa
qazların,qazların
qiymətlərinə,qiymətlərinə
Silərəm,silərəm
Dimi,Dim-i
Aleyküm,Əleyküm
ünsiyyətini,ünsiyyətini
meslehetdi,məsləhətdi
sınağına,sınağına
ödənildi,ödənildi
atilib,atılıb
sürücünün,sürücünün
hardansa,haradansa
mawtagada,maştağada
çəkilməsi,çəkilməsi
biologiyaya,biologiyaya
qurtarandan,qurtarandan
axtaririq,axtarırıq
emeliyyati,əməliyyatımı
sözünü,sözünü
tıkla,tıkla
ekse,etsə
istirahete,istirahətə
sorusmadim,soruşmadım
olacaqmı,olacaq mı
istsimara,istismara
yazarda,yazarda
artigin,artığın
cavabdehdi,cavabdehdir
küncdə,küncdə
sualınızı,sualınızı
Hemçinin,həmçinin
ümidsizliyə,ümidsizliyə
ixtisaslara,ixtisaslara
kitabdandı,kitabdan dı
görəcik,görəcik
deyəcəkdim,deyəcəkdim
dosta,dosta
yuxularla,yuxularla
samira,Samirə
Oxuyun,oxuyun
dərman,dərman
yararlana,yararlana
bilere,bilər
deymeliyem,deməliyəm
soyuwler,söyüşlər
NURİ,Nuri
esitmirler,eşitmirlər
Sesyazmalari,səs yazmaları
isdeyenler,istəyənlər
Texniki,texniki
2010-2016,2010-2016
Lüğəti,lüğəti
getmedlidide,getməlidir də
konsultasiya,konsultasiya
Tapim,tapım
soruwum,soruşum
usdunde,üstündə
error,error
mirasların,mirasların
Işlə,işlə
başımı,başımı
döngelerde,döngələrdə
yoruruq,yoruruq
Haqqınızı,haqqınızı
sındırdı,sındırdı
baliniz,balınız
sürücüyə,sürücüyə
ödemisem,ödəmişəm
diqqete,diqqətə
deyərkən,deyərkən
dərslikləri,dərslikləri
vesait,vəsait
aiddidə,aiddir də
Süleymanlı,Süleymanlı
görünməyəcək,görünməyəcək
dolandığım,dolandığım
axwam,axşam
Müdir,müdir
cəmiyyətdə,cəmiyyətdə
pozmağımı,pozmağımı
Kodlar,kodlar
dəqiqi,dəqiqi
istəklərinə,istəklərinə
Yolcu,yolçu
tezis,tezis
bunla,bununla
qoyulursa,qoyulursa
kesilirsense,kəsilirsənsə
baxln,baxın
İmislidendir,İmişlidəndir
unutmayım,unutmayım
blər,bilər
Çətindimi,çətindirmi
bazadan,bazadan
müellimliyi,müəllimliyi
görəcəklər,görəcəklər
eletdirmishdim,elətdirmişdim
neche,neçə
dagidirsan,dağıdırsan
gostermeli,göstərməli
Bakı,Bakı
GEDEN,gedən
təqaüdü,təqaüdü
Hərkəs,hərkəs
sinif-3,sinif
Rəfiqəsi,rəfiqəsi
Kas,kaş
azaltmalidi,azaltmalıdır
kanalımda,kanalımda
deyersen,deyərsən
Muherrikle,mühərriklə
sense,sənsə
qabaxlari,qabaqları
Buranı,buranı
etmiremse,etmirəmsə
mezunlarin,məzunların
çalışaraq,çalışaraq
almasınlar,almasınlar
vaxtıylə,vaxtiylə
gorek,görək
razilawdiq,razılaşdıq
cixandan,çıxandan
romantikləşib,romantikləşib
pdf-ın,pdf-ın
Shexsiye,şəxsiyə
qadağandı,qadağandır
yanaşırlar,yanaşırlar
baxrlar,baxırlar
atdigim,atdığım
melumatlari,məlumatları
toplularından,toplularından
soruşdunuz,soruşdunuz
Azərbaycandı,Azərbaycandır
alandan,alandan
terefdeki,tərəfdəki
Coox,çox
daxil,daxil
Zoom,zoom
Telebelerin,tələbələrin
cavabladım,cavabladım
manevire,manevrə
Səsd,səsdə
sınağina,sınağına
fikirləşin,fikirləşin
demişdilər,demişdilər
etmədə,etmə də
etsinler,etsinlər
bawqa,başqa
Qızıl,qızıl
açmadım,açmadım
cisimlerinin,cisimlərinin
Soruşuram,soruşuram
Gözlərim,gözlərim
notariusun,notariusun
əkə,əkə
Məntəqəsi,məntəqəsi
işlətməmişəm,işlətməmişəm
2006-2009-cu,2006-2009-cu
nəzaman,nə zaman
googledan,google dan
Robot,robot
dostumla,dostumla
yorgun,yorğun
sagdan,sağdan
hazirlawsaz,hazırlaşsanız
teşekkürlerr,təşəkkürlər
öyrədən,öyrədən
yananlardan,yananlardan
goturmek,götürmək
İşləyir,işləyir
bizlu,buzlu
dusturu,düsturu
admininize,admininizə
Hansının,hansının
deyirləre,deyirləre
derslikler,dərsliklər
işləyəndən,işləyəndən
atardızdaa,atardınız da
çıxarsınlar,çıxartsınlar
Təhlükəsiz,təhlükəsiz
pulunu,pulunu
Tarixdende,tarixdən də
aviasiya,aviasiya
Beləsi,beləsi
tələbəlik,tələbəlik
dərsinizi,dərsinizi
Azərbaycandır,Azərbaycandır
diskinen,diskinən
caliwmiyin,çalışmayın
qardasimin,qardaşımın
çək,çək
əlimdən,əlimdən
ödənildi,ödənildi
5ciyə,5-ciyə
mənasizım,mənasız
dusturlar,düsturlar
Suretde,sürətdə
etdirəcək,etdirəcək
beyin,beyin
yormasın,yormasın
bilrsiz,bilirsiz
maddelerde,maddələrdə
ilkindi,ilkindir
qrammatikada,qramatika da
çıxardırki,çıxardırki
yandirmamiwdi,yandırmamışdı
ishleyirse,işləyirsə
TESTİ,testi
ADPU,ADPU
olmayacqdı,olmayacaqdır
aça,aça
hərflər,hərflər
zirve,zirvə
çatmasada,çatmasa da
aşağısı,aşağısı
ailələrimizin,ailələrimizin
2005-2009,2005-2009
burdasan,burdasan
5il,5 il
bitib,bitib
pozulur,pozulur
tapacaqsiz,tapacaqsız
bisirirem,bişirirəm
cırığı,cırığı
şəkili,şəkli
bağlanıb,bağlanıb
olduğunu,olduğunu
tanışıq,tanışıq
təyini,təyini
çalışacam,çalışacam
olsa,olsa
alınmır,alınmır
saatlarca,saatlarca
qısqanır,qısqanır
filankəsi,filankəsi
ezilib,əzilib
kartları,kartları
qarşılaşdığım,qarşılaşdığım
yoxdurki,yoxdur ki
Bilirəme,Bilirəm
Ödənişi,ödənişi
silinirdi,silinirdi
dözmədi,dözmədi
ədəbiyyat,ədəbiyyat
Mənidə,məni də
Elnen,Elşən
cavablat,cavablar
gozluyub,gözlüyüb
Yarım,yarım
ciyə,ciyə
sürürdüm,sürürdüm
yaxşıları,yaxşıları
paylaşılacaq,paylaşılacaq
bənzər,bənzər
protokolun,protokolun
Cetin,çətin
güc,güc
mirvari,mirvari
bizlərə,bizlərə
qayıtsın,qayıtsın
Halbuki,halbuki
Nəzəriyyədir,nəzəriyyədir
ayırın,ayırın
faylları,faylları
Kapital,kapital
sohbetimiz,söhbətimiz
sabunçu,Sabunçu
sınaqının,sınağının
isteyiremki,istəyirəm ki
yananan,yanan
sedaqqetli,sədaqətli
gördüyümüz,gördüyümüz
yanaşan,yanaşan
dilimin,dilimin
YÖS,YÖS
axarında,axarında
kanalıda,kanalı da
Rəvan,Rəvan
qalirsan,qalırsan
Mentalitet,mentalitet
Atdigim,atdığım
oynamalıdır,oynamalıdır
tanışınız,tanışınız
dagilacag,dağılacaq
Huquq,hüquq
əsəbləşməyin,əsəbləşməyin
sahibkarlıqdan,sahibkarlıqdan
bildiniz,bildiniz
diyirsiz,deyirsiniz
Rezersiv,reversiv
qazanma,qazanma
Tənəffüsün,tənəffüsün
AZN,azn
ehtimalini,ehtimalını
olanının,olanının
cıxıbdı,çıxıbdır
Sənin,sənin
evlənəcəyi,evlənəcəyi
qızlardan,qızlardan
himayededi,himayədədir
caresiz,çarəsiz
elebil,elə bil
sehvdiki,səhvdir ki
hədiyyə,hədiyyə
səviyyədədir,səviyyədədir
verilmir,verilmir
alici,alıcı
aldığınız,aldığınız
Xırdalanın,Xırdalanın
qapandı,qapandı
Ozuvuz,özünüz
Gəncədən,Gəncədən
dövrə,dövrə
VARMİ,var mı
Yexvlaxda,Yevlaxda
pdfdan,pdf dən
paylaşsın,paylaşsın
odenilmelidi,ödənilməlidir
Paylaşarsiz,paylaşarsınız
kanaldadir,kanaldadır
4-ə,4-ə
UĞUR,uğur
gedəm,gedəm
kovrek,kövrək
laZımdı,lazımdır
əsaslar,əsaslar
mənı,məni
bölgədirsə,bölgədirsə
istədiyini,istədiyini
əsil,əsl
yaşamayacağına,yaşamayacağına
Hansılar,hansılar
qazanmalı,qazanmalı
döngü,döngü
audio,audio
Bacardığları,bacardığları
Yaxinliq,yaxınlıq
çıxaxaq,çıxacaq
verməyinizi,verməyinizi
Gecikdiz,gecikdiniz
axııııııı,axı
izin,izin
kimseni,kimsəni
etməyiniz,etməyiniz
hazirlasmadan,hazırlaşmadan
Oxuya,oxuya
eləyirəm,eləyirəm
olduda,olduda
qızıla,qızıla
atının,atının
radar,radar
fənindən,fənindən
Melumatimiz,məlumatımız
veribsen,vermisən
Açqisiz,açıqsınız
müəyyənləşdirin,müəyyənləşdirin
dinlemeye,dinləməyə
tarixi,tarixi
orqanini,oqanını
Təhciz,təchiz
Muradlı,Muradlı
Kitabxanaya,kitabxanaya
Werhsizlerden,şərhsizlərdən
qabiliyyət,qabiliyyət
qoruyur,qoruyur
bağlıyın,bağlıyın
Qadınlar,qadınlar
paylaşardı,paylaşardı
əlaqələndirə,əlaqələndirə
biabr,biabır
dosyasını,dosyasını
paylamağa,paylamağa
dəliyə,dəliyə
biliəm,bilirəm
çalışqan,çalışqan
etiket,etiket
Cavbları,cavabları
tekrardan,təkrardan
Rabitə,rabitə
fırıldaq,fırıldaq
yetirərsiniz,yetirərsiniz
göstərilmədikdə,göstərilmədikdə
illerdi,illərdir
etmelisen,etməlisən
ədalətli,ədalətli
nokdelr,nöqtələr
maşin,maşın
həvəsli,həvəsli
Məntiqdə,məntiqdə
qarışıqdı,qarışıqdır
yaşamağa,yaşamağa
bağışladim,bağışladım
Əziyyətin,əziyyətin
qiymətindən,qiymətindən
fərqdən,fərqdən
bilmirəmdə,bilmirəm də
tapassan,tapacaqsan
istədiyimizi,istədiyimizi
imtahandi,imtahandır
keçmire,keçmir
regemle,rəqəmlə
işarələdiyim,işarələdiyim
Usaqliqda,uşaqlıqda
Kollecə,kollecə
salırlare,salırlar
ucundan,ucundan
protestə,protestə
nəticəsindən,nəticəsindən
heyatlarimiz,həyatlarımız
barişmişiq,barışmışıq
maşeniklə,maşeniklə
Ezizovun,Əzizovun
sizcr,sizcə
qəbullarını,qəbullarını
çıxmamalı,çıxmamalı
adamlardanda,adamlardanda
bölüşüb,bölüşüb
işlıməkçün,işləmək üçün
2020'ci,2020-ci
bırden,birdən
ardından,ardından
insafli,insaflı
sevdiyiniz,sevdiyiniz
iledek,ilədək
qanunlara,qanunlara
hechbir,heç bir
qəbuldu,qəbuldu
fikirleşmisiniz,fikirləşmisiniz
boluserdiniz,bölüşərdiniz
açilir,açılır
Elastiq,elastik
əvəzolunmaz,əvəz olunmaz
Məcazi,məcazi
oxyuram,oxuyuram
inancımıza,inancımıza
gülüm,gülüm
Rövşən,Rövşən
Ələddinin,Ələddinin
kaspidi,kaspidi
olaki,ola ki
km,km
etmişdiniz,etmişdiniz
Ozm,özüm
Gozun,gözün
arvadi,arvadı
meslehetli,məsləhətli
mahmud,Mahmud
qatığa,qatığa
Simiclik,simiclik
üreyimcen,ürəyimcə
rayonlarının,rayonlarının
gurupa,qrupa
qoşulacam,qoşulacam
adamın,adamın
lazimdida,lazımdır da
qisqancligi,qısqanclığı
müəllimlərimiz,müəllimlərimiz
sistemidi,sistemidir
Yoldaş,yoldaş
paylawmamisiz,paylaşmamısız
çoxh,çox
shertdeki,şərtdəki
DİYƏ,deyə
ŞEXSİYE,şəxsiyə
11€,11€
yekə,yekə
qabiliyetin,qabiliyətin
9manata,9 manata
